record_id,company_name,industry,country,company_size,month,year,layoffs_count,layoff_percentage,reason_for_layoffs,ai_replacement_risk,remote_jobs_percentage,top_hiring_role,salary_budget_change,ai_adoption_level,job_security_score,market_condition
T5612,OpenAI,E-Commerce,Singapore,Big Tech,Oct,2025,5455,2.3,Cost Cutting,5.5,26.2,Cloud Engineer,2.1,3.6,5.5,Stable
T5613,SAP,Cybersecurity,USA,Enterprise,Mar,2025,339,2.8,AI Automation,5.4,39.5,Cloud Engineer,0.5,6.7,6.2,Bull Market
T5614,Stripe,AI,Canada,Big Tech,Mar,2026,524,7.9,Overhiring Correction,3.7,13.1,Data Scientist,26.1,2.1,8.7,Bull Market
T5615,SAP,FinTech,Germany,Big Tech,Jul,2026,6592,2.4,Restructuring,4.1,35.2,Frontend Developer,21.3,3.6,7.3,Stable
T5616,Meta,Social Media,Canada,Startup,Oct,2024,10926,16.9,Market Slowdown,8.0,44.6,Data Scientist,20.6,4.8,5.3,Recession
T5617,Netflix,E-Commerce,UK,Mid-size,Feb,2025,4932,15.1,Restructuring,2.1,70.8,Product Manager,-12.9,1.7,5.7,Stable
T5618,Stripe,E-Commerce,USA,Enterprise,Jun,2026,6005,8.3,AI Automation,5.2,35.0,DevOps Engineer,21.5,5.7,8.4,Stable
T5619,Google,Social Media,UK,Big Tech,Dec,2026,10184,29.3,Restructuring,10.0,32.0,Product Manager,13.8,6.1,3.1,Recession
T5620,OpenAI,AI,Singapore,Enterprise,Aug,2025,1876,7.8,AI Automation,6.7,49.5,Data Scientist,4.9,7.0,7.0,Stable
T5621,Spotify,AI,UK,Big Tech,Mar,2025,2274,9.6,AI Automation,4.7,43.0,ML Engineer,17.7,7.9,7.4,Stable
T5622,Amazon,FinTech,UK,Enterprise,Jan,2026,6738,10.5,Overhiring Correction,2.0,12.1,Cloud Engineer,-6.6,1.5,7.3,Stable
T5623,Databricks,Cybersecurity,UK,Big Tech,Jun,2025,1283,1.2,Cost Cutting,2.6,14.2,ML Engineer,18.4,2.9,9.5,Stable
T5624,OpenAI,FinTech,UK,Enterprise,Dec,2025,6295,7.5,Restructuring,2.9,29.1,Cybersecurity Analyst,-5.0,3.7,6.7,Stable
T5625,NVIDIA,Gaming,Singapore,Big Tech,Jun,2026,535,8.1,Market Slowdown,10.0,15.6,Product Manager,23.1,6.9,5.7,Bull Market
T5626,Netflix,AI,Singapore,Enterprise,Apr,2024,370,7.3,Restructuring,8.7,66.0,Data Scientist,9.3,6.9,5.9,Bull Market
T5627,Netflix,E-Commerce,Singapore,Big Tech,Aug,2025,1181,5.4,Overhiring Correction,3.9,15.2,ML Engineer,2.8,4.9,7.4,Bull Market
T5628,Salesforce,Social Media,Canada,Big Tech,Mar,2026,1858,8.3,Restructuring,2.5,87.5,Cloud Engineer,22.5,1.7,7.6,Bull Market
T5629,NVIDIA,AI,India,Big Tech,Nov,2024,2936,4.5,Restructuring,10.0,73.9,ML Engineer,7.4,10.0,6.7,Stable
T5630,Oracle,Social Media,UK,Enterprise,Nov,2026,9348,38.0,Market Slowdown,10.0,45.7,ML Engineer,12.9,9.8,2.4,Recession
T5631,Uber,Social Media,UK,Startup,Oct,2025,56,6.6,AI Automation,3.9,60.1,DevOps Engineer,-10.3,2.1,6.7,Bull Market
T5632,Oracle,FinTech,India,Big Tech,Nov,2026,1492,13.9,Market Slowdown,10.0,15.4,DevOps Engineer,15.3,5.8,5.2,Stable
T5633,Apple,FinTech,Germany,Startup,Oct,2024,5105,9.2,Overhiring Correction,4.5,69.8,Cloud Engineer,19.5,1.2,7.3,Stable
T5634,Microsoft,E-Commerce,India,Big Tech,Jan,2026,8780,12.6,Restructuring,10.0,88.0,Cybersecurity Analyst,18.1,9.5,6.1,Recession
T5635,Netflix,FinTech,Canada,Mid-size,Feb,2025,4626,15.4,Overhiring Correction,6.6,67.3,Software Engineer,7.8,3.1,5.9,Stable
T5636,Amazon,FinTech,Germany,Big Tech,Aug,2026,17315,30.9,Overhiring Correction,10.0,42.8,Software Engineer,-15.5,2.5,2.5,Recession
T5637,Apple,Cloud,USA,Big Tech,Jan,2026,15487,14.5,AI Automation,9.8,18.4,Software Engineer,24.6,7.0,5.1,Recession
T5638,Uber,Cloud,Singapore,Enterprise,Mar,2024,9912,19.7,Restructuring,6.7,16.0,Software Engineer,4.0,6.1,5.8,Recession
T5639,Adobe,Cloud,India,Big Tech,May,2026,10759,16.1,Market Slowdown,10.0,78.0,ML Engineer,22.7,7.4,5.7,Recession
T5640,Microsoft,Cybersecurity,USA,Startup,Nov,2026,14622,37.0,Market Slowdown,10.0,75.6,Frontend Developer,-20.9,3.6,1.9,Recession
T5641,Databricks,Cybersecurity,USA,Startup,Oct,2025,5192,25.8,Restructuring,7.5,82.3,ML Engineer,-2.3,1.9,4.2,Recession
T5642,Spotify,AI,India,Startup,Sep,2025,2318,6.7,Overhiring Correction,3.8,16.1,ML Engineer,-17.3,1.5,6.5,Bull Market
T5643,Microsoft,FinTech,Germany,Enterprise,Feb,2024,9358,23.6,Cost Cutting,5.1,77.6,Cybersecurity Analyst,8.1,2.6,5.3,Recession
T5644,Google,Gaming,India,Mid-size,Jun,2026,8209,30.5,Restructuring,10.0,49.4,Software Engineer,2.4,4.9,3.7,Recession
T5645,Oracle,Social Media,Germany,Enterprise,Oct,2025,1725,8.6,Cost Cutting,3.7,21.8,Product Manager,-7.8,3.0,5.5,Bull Market
T5646,Palantir,Social Media,India,Big Tech,Mar,2026,578,1.9,Overhiring Correction,6.9,53.0,Cloud Engineer,0.4,7.4,6.2,Stable
T5647,Adobe,E-Commerce,India,Big Tech,Apr,2025,1517,39.7,Overhiring Correction,8.1,41.8,DevOps Engineer,-8.2,1.2,3.1,Recession
T5648,Salesforce,AI,Singapore,Mid-size,Aug,2025,973,8.9,Cost Cutting,6.6,85.8,ML Engineer,5.9,7.4,7.5,Bull Market
T5649,Amazon,E-Commerce,Canada,Mid-size,Mar,2025,987,6.5,AI Automation,6.6,62.8,Frontend Developer,-9.3,5.1,5.2,Bull Market
T5650,Salesforce,FinTech,India,Mid-size,Oct,2026,5173,13.2,Cost Cutting,6.4,87.2,DevOps Engineer,4.6,2.6,6.0,Stable
T5651,Spotify,Gaming,Singapore,Enterprise,Dec,2025,12063,36.3,Cost Cutting,10.0,51.2,Product Manager,-24.2,3.3,2.3,Recession
T5652,NVIDIA,Cybersecurity,Singapore,Big Tech,Oct,2024,11889,21.0,Overhiring Correction,6.0,17.9,DevOps Engineer,-3.8,4.7,5.8,Recession
T5653,Anthropic,Cybersecurity,UK,Startup,Aug,2024,23,0.8,Overhiring Correction,6.7,30.6,Frontend Developer,8.3,5.1,7.2,Bull Market
T5654,OpenAI,E-Commerce,UK,Big Tech,Oct,2024,14940,27.2,AI Automation,10.0,33.8,Frontend Developer,-21.1,7.1,3.3,Recession
T5655,Adobe,AI,Germany,Big Tech,Oct,2025,4855,25.8,Overhiring Correction,7.4,56.8,ML Engineer,18.3,3.4,5.0,Recession
T5656,NVIDIA,FinTech,India,Enterprise,Aug,2024,2494,6.6,AI Automation,10.0,55.1,Cybersecurity Analyst,22.8,9.3,7.0,Bull Market
T5657,Anthropic,AI,India,Startup,May,2024,3109,8.9,AI Automation,6.5,55.4,ML Engineer,4.2,6.6,6.2,Stable
T5658,SAP,Gaming,USA,Startup,Apr,2026,1786,6.7,Cost Cutting,8.5,58.4,Cloud Engineer,8.3,9.4,6.3,Bull Market
T5659,SAP,AI,India,Big Tech,Sep,2024,4117,6.5,Market Slowdown,4.6,85.7,Data Scientist,0.4,2.1,5.4,Stable
T5660,Databricks,E-Commerce,India,Enterprise,Feb,2026,5802,4.9,Cost Cutting,8.3,61.6,Software Engineer,1.9,7.6,4.4,Stable
T5661,Intel,Cloud,USA,Startup,Dec,2025,819,6.0,Overhiring Correction,3.0,71.9,Data Scientist,29.5,2.1,7.9,Bull Market
T5662,Adobe,FinTech,Germany,Big Tech,Apr,2025,235,8.0,AI Automation,10.0,77.9,Data Scientist,27.1,7.7,5.7,Bull Market
T5663,Meta,Social Media,Singapore,Startup,May,2026,11597,36.3,Cost Cutting,10.0,63.6,DevOps Engineer,0.7,6.9,3.4,Recession
T5664,Amazon,E-Commerce,UK,Big Tech,Apr,2024,685,7.1,Cost Cutting,10.0,12.2,DevOps Engineer,13.1,8.2,6.4,Bull Market
T5665,Microsoft,Social Media,Singapore,Big Tech,Apr,2024,279,8.9,Overhiring Correction,1.3,62.0,DevOps Engineer,26.6,1.9,8.1,Bull Market
T5666,OpenAI,Gaming,Singapore,Startup,Feb,2026,1916,8.5,Market Slowdown,3.0,83.6,Software Engineer,11.2,3.6,6.3,Bull Market
T5667,Stripe,Cloud,Germany,Mid-size,Mar,2026,1782,8.9,Market Slowdown,5.5,54.4,ML Engineer,-3.3,3.5,5.2,Bull Market
T5668,Google,AI,Germany,Startup,Jun,2025,1075,6.2,Overhiring Correction,9.4,69.8,Data Scientist,3.3,6.6,5.2,Bull Market
T5669,Oracle,E-Commerce,USA,Mid-size,Feb,2025,8850,38.6,Cost Cutting,10.0,12.4,Cybersecurity Analyst,5.3,10.0,2.9,Recession
T5670,Salesforce,Cybersecurity,Singapore,Startup,Feb,2024,4464,1.1,Overhiring Correction,4.6,58.1,DevOps Engineer,8.1,3.9,7.6,Stable
T5671,Google,Gaming,USA,Enterprise,Feb,2025,429,5.0,Cost Cutting,5.8,74.9,Software Engineer,-0.2,3.4,6.3,Stable
T5672,Amazon,Social Media,USA,Enterprise,Jan,2024,6694,28.8,Restructuring,8.9,47.5,Frontend Developer,-23.6,2.5,3.0,Recession
T5673,NVIDIA,Cybersecurity,India,Enterprise,Oct,2025,5331,1.2,Restructuring,6.1,36.2,DevOps Engineer,-1.7,3.7,7.8,Stable
T5674,Meta,Gaming,UK,Enterprise,Jul,2024,19101,22.6,Market Slowdown,10.0,13.0,Cybersecurity Analyst,10.3,7.1,6.4,Recession
T5675,OpenAI,FinTech,USA,Enterprise,May,2025,2170,0.7,Market Slowdown,4.3,10.9,ML Engineer,2.5,2.4,7.1,Bull Market
T5676,Meta,E-Commerce,Canada,Enterprise,Feb,2026,11945,36.9,Restructuring,10.0,10.7,Frontend Developer,13.2,7.6,2.8,Recession
T5677,Salesforce,Gaming,UK,Startup,Aug,2025,16523,26.6,AI Automation,10.0,53.0,ML Engineer,-7.5,4.5,3.7,Recession
T5678,Microsoft,FinTech,Canada,Startup,Jun,2026,1724,9.7,AI Automation,10.0,64.7,Software Engineer,11.5,6.4,6.9,Stable
T5679,Amazon,Cybersecurity,Germany,Enterprise,Jan,2026,2352,1.6,Cost Cutting,2.5,26.3,DevOps Engineer,10.9,4.0,8.5,Stable
T5680,NVIDIA,E-Commerce,Singapore,Big Tech,May,2025,328,6.5,Market Slowdown,4.7,89.5,Software Engineer,25.4,3.7,7.5,Stable
T5681,Amazon,FinTech,UK,Mid-size,Mar,2026,19761,12.6,Restructuring,5.2,27.8,Cloud Engineer,-9.3,3.4,4.8,Recession
T5682,OpenAI,Gaming,Singapore,Startup,Dec,2025,14498,22.1,AI Automation,8.6,43.3,Software Engineer,-9.0,4.2,3.8,Recession
T5683,Amazon,FinTech,USA,Mid-size,Mar,2025,2708,3.5,Overhiring Correction,2.4,80.4,Frontend Developer,2.5,1.6,7.3,Stable
T5684,Spotify,Cybersecurity,Germany,Startup,May,2024,2778,16.4,Restructuring,7.2,83.6,ML Engineer,25.7,3.7,5.8,Stable
T5685,Stripe,Social Media,Canada,Startup,Jan,2025,3262,12.4,Restructuring,10.0,27.9,ML Engineer,-0.8,9.3,3.4,Stable
T5686,Palantir,AI,Germany,Startup,Sep,2024,1327,7.3,Market Slowdown,10.0,73.2,Data Scientist,18.8,7.1,6.4,Bull Market
T5687,Airbnb,E-Commerce,UK,Big Tech,Oct,2026,139,2.0,Restructuring,9.1,50.4,Product Manager,7.4,5.3,5.3,Bull Market
T5688,NVIDIA,E-Commerce,Singapore,Startup,Jun,2025,7100,31.1,AI Automation,9.4,61.3,Software Engineer,2.6,5.7,3.6,Recession
T5689,SAP,Gaming,USA,Enterprise,Aug,2025,823,3.9,AI Automation,3.6,74.8,Software Engineer,-9.5,2.5,7.2,Bull Market
T5690,Amazon,Social Media,Germany,Enterprise,Jan,2025,591,0.4,Restructuring,1.5,62.4,Software Engineer,2.0,3.5,7.0,Bull Market
T5691,Palantir,FinTech,India,Enterprise,Aug,2025,1981,2.9,AI Automation,2.7,74.1,Cybersecurity Analyst,-6.6,3.8,7.5,Stable
T5692,Anthropic,Social Media,Germany,Big Tech,Jul,2025,6402,6.6,Restructuring,5.4,10.6,Software Engineer,0.6,3.6,6.2,Stable
T5693,Apple,Social Media,USA,Mid-size,May,2026,1506,4.8,AI Automation,9.3,32.2,Product Manager,13.3,5.5,7.1,Bull Market
T5694,Spotify,Cloud,USA,Mid-size,Mar,2025,2057,0.0,Cost Cutting,1.0,42.7,Cybersecurity Analyst,-8.5,1.9,7.3,Bull Market
T5695,Intel,Cybersecurity,Germany,Mid-size,Aug,2025,1348,8.1,AI Automation,10.0,46.5,Frontend Developer,27.4,8.0,6.3,Bull Market
T5696,Anthropic,Social Media,Canada,Startup,Jun,2026,2425,7.2,Overhiring Correction,6.4,31.9,Software Engineer,-7.8,5.4,4.8,Bull Market
T5697,Spotify,Gaming,UK,Big Tech,Oct,2026,19698,21.2,Overhiring Correction,9.6,24.8,Frontend Developer,-18.9,7.2,4.1,Recession
T5698,Palantir,AI,USA,Mid-size,Jun,2025,1410,14.0,Cost Cutting,5.6,25.7,ML Engineer,-3.4,3.9,5.7,Recession
T5699,Meta,Cybersecurity,India,Big Tech,Sep,2026,2032,0.3,AI Automation,7.9,24.0,Software Engineer,26.0,5.3,7.5,Bull Market
T5700,Apple,FinTech,Germany,Startup,Nov,2024,623,7.2,AI Automation,3.7,54.8,Frontend Developer,20.5,5.8,8.8,Bull Market
T5701,NVIDIA,Social Media,India,Big Tech,Jun,2025,192,7.4,Overhiring Correction,5.1,86.5,Product Manager,26.0,1.7,8.1,Bull Market
T5702,Intel,Cybersecurity,USA,Enterprise,Aug,2025,1753,9.9,AI Automation,4.7,58.8,Frontend Developer,-4.3,4.1,5.6,Bull Market
T5703,Oracle,Social Media,Germany,Mid-size,Jun,2026,16364,8.1,Restructuring,9.9,85.6,Frontend Developer,0.1,7.9,5.4,Recession
T5704,Uber,E-Commerce,USA,Mid-size,Jul,2026,4594,14.6,Restructuring,10.0,45.1,Product Manager,2.4,5.5,4.9,Stable
T5705,Uber,Cloud,USA,Mid-size,May,2025,1004,6.5,AI Automation,4.5,63.7,Cybersecurity Analyst,-10.7,2.1,6.1,Bull Market
T5706,Palantir,AI,Germany,Enterprise,Sep,2025,197,6.9,Cost Cutting,5.5,86.0,Data Scientist,5.4,3.6,6.2,Bull Market
T5707,Palantir,E-Commerce,USA,Mid-size,Feb,2024,11991,32.7,AI Automation,7.1,62.9,Cloud Engineer,13.6,1.1,4.5,Recession
T5708,Google,E-Commerce,Germany,Enterprise,Sep,2025,18715,11.5,Cost Cutting,3.0,32.9,Cloud Engineer,2.7,1.6,5.6,Recession
T5709,Stripe,Cloud,USA,Startup,Jan,2024,5980,4.3,Market Slowdown,4.8,79.7,Frontend Developer,7.4,3.7,6.8,Stable
T5710,Oracle,AI,Singapore,Big Tech,May,2026,1835,5.6,Cost Cutting,9.0,41.1,Data Scientist,30.3,6.8,6.5,Bull Market
T5711,OpenAI,FinTech,Canada,Startup,Aug,2026,4903,12.5,AI Automation,8.7,71.4,Cloud Engineer,8.4,9.2,4.1,Stable
T5712,Salesforce,Social Media,Canada,Mid-size,Aug,2024,1450,2.7,Cost Cutting,1.0,18.5,Cloud Engineer,6.6,2.4,8.0,Bull Market
T5713,OpenAI,Social Media,Canada,Startup,Jul,2025,1220,5.7,Market Slowdown,10.0,17.3,DevOps Engineer,-4.5,7.1,4.8,Bull Market
T5714,Microsoft,Cloud,USA,Startup,Feb,2026,1653,7.6,Overhiring Correction,8.2,16.8,Software Engineer,15.5,9.5,7.3,Stable
T5715,Salesforce,E-Commerce,UK,Enterprise,Sep,2026,4503,7.9,AI Automation,4.6,20.1,Product Manager,31.8,6.9,7.1,Stable
T5716,Palantir,FinTech,India,Big Tech,Jul,2024,1591,13.2,Overhiring Correction,8.8,59.8,Software Engineer,8.1,10.0,6.9,Stable
T5717,Netflix,Cybersecurity,UK,Startup,Jun,2025,4948,10.6,Cost Cutting,9.0,67.0,ML Engineer,0.6,5.5,5.7,Stable
T5718,Netflix,AI,UK,Mid-size,Feb,2025,7070,11.4,Market Slowdown,10.0,14.9,Data Scientist,4.7,9.1,5.5,Recession
T5719,Meta,AI,India,Enterprise,Aug,2024,423,8.1,AI Automation,10.0,69.7,Data Scientist,1.0,8.3,6.0,Bull Market
T5720,SAP,Cybersecurity,Canada,Big Tech,Jan,2026,3164,8.0,Market Slowdown,6.9,37.3,Cybersecurity Analyst,4.8,9.0,7.1,Recession
T5721,Microsoft,Cloud,Canada,Startup,Feb,2026,8641,29.3,AI Automation,10.0,28.0,Cloud Engineer,-3.3,7.9,2.5,Recession
T5722,Intel,Social Media,USA,Enterprise,Jan,2026,579,7.3,AI Automation,5.6,55.5,ML Engineer,3.9,4.3,5.4,Bull Market
T5723,OpenAI,FinTech,Singapore,Startup,Feb,2025,2452,9.6,Restructuring,9.9,74.4,Cybersecurity Analyst,27.6,7.1,7.0,Stable
T5724,Stripe,Cybersecurity,India,Mid-size,Jul,2026,2118,0.7,Overhiring Correction,2.3,65.9,DevOps Engineer,5.7,3.4,8.3,Bull Market
T5725,Apple,Gaming,Germany,Enterprise,Sep,2025,439,6.2,Overhiring Correction,7.3,84.0,Product Manager,16.1,6.3,7.9,Stable
T5726,Uber,AI,Canada,Mid-size,Mar,2024,7634,31.2,Overhiring Correction,10.0,59.0,Data Scientist,10.7,6.0,3.9,Recession
T5727,Meta,E-Commerce,USA,Enterprise,Jul,2024,5304,2.1,Restructuring,10.0,30.9,Product Manager,19.8,9.4,5.7,Stable
T5728,Amazon,Cloud,UK,Startup,Apr,2026,1173,1.6,Market Slowdown,9.8,44.6,DevOps Engineer,9.4,9.4,5.7,Bull Market
T5729,Databricks,AI,India,Enterprise,Oct,2024,7044,22.5,Restructuring,9.9,61.5,ML Engineer,1.5,4.3,4.6,Recession
T5730,NVIDIA,Cybersecurity,UK,Mid-size,Apr,2025,5031,12.5,Market Slowdown,6.6,81.6,Cloud Engineer,-1.4,2.1,4.8,Stable
T5731,Uber,AI,Singapore,Enterprise,Dec,2026,4759,38.7,Market Slowdown,10.0,12.3,Data Scientist,15.8,7.4,3.6,Recession
T5732,Intel,E-Commerce,Canada,Startup,Sep,2026,3622,15.8,Market Slowdown,10.0,56.8,Software Engineer,-10.0,6.0,3.5,Stable
T5733,Microsoft,FinTech,Germany,Mid-size,Sep,2025,14853,36.1,Overhiring Correction,10.0,63.6,Data Scientist,2.9,6.2,2.1,Recession
T5734,Palantir,Cybersecurity,Germany,Big Tech,Nov,2024,2050,5.8,Cost Cutting,5.6,23.5,Product Manager,-3.2,9.0,6.3,Bull Market
T5735,Uber,AI,UK,Mid-size,Apr,2026,728,0.4,Overhiring Correction,7.9,27.0,ML Engineer,2.7,6.9,5.9,Bull Market
T5736,Anthropic,Social Media,India,Startup,Jan,2024,19692,19.7,Market Slowdown,10.0,70.8,Frontend Developer,-9.1,9.3,4.2,Recession
T5737,Google,Cybersecurity,Singapore,Mid-size,May,2024,5542,16.0,AI Automation,9.6,36.7,Software Engineer,18.7,6.9,6.3,Stable
T5738,Adobe,Cloud,Canada,Big Tech,Sep,2025,1026,10.8,Restructuring,8.4,76.3,Frontend Developer,23.8,6.9,6.7,Stable
T5739,Meta,Gaming,Germany,Mid-size,Dec,2024,283,17.0,Restructuring,10.0,32.4,Software Engineer,4.3,9.8,4.2,Stable
T5740,Salesforce,E-Commerce,Singapore,Big Tech,Jul,2026,6268,9.8,AI Automation,7.6,24.3,Product Manager,-7.9,3.7,4.7,Stable
T5741,Intel,Cloud,Germany,Mid-size,Sep,2026,5774,11.7,Cost Cutting,8.7,30.5,Software Engineer,11.7,6.1,5.0,Recession
T5742,Uber,Cloud,USA,Big Tech,Oct,2026,1314,9.2,Overhiring Correction,10.0,80.4,Data Scientist,19.1,8.9,6.6,Bull Market
T5743,Netflix,FinTech,Germany,Big Tech,Jun,2024,145,5.3,Overhiring Correction,6.1,76.5,DevOps Engineer,0.0,4.9,6.9,Bull Market
T5744,NVIDIA,Cloud,USA,Startup,Apr,2025,11904,21.7,Restructuring,7.1,59.7,Frontend Developer,22.5,2.4,6.2,Recession
T5745,Anthropic,Social Media,India,Startup,Jan,2024,3097,12.4,Restructuring,9.9,34.4,Frontend Developer,1.0,5.9,4.8,Stable
T5746,NVIDIA,Gaming,Canada,Startup,Oct,2024,1258,8.9,Market Slowdown,3.9,48.8,DevOps Engineer,14.7,3.1,6.7,Bull Market
T5747,Netflix,FinTech,India,Enterprise,Sep,2024,2447,6.3,Restructuring,10.0,19.9,Cybersecurity Analyst,9.6,7.1,7.0,Stable
T5748,Palantir,Gaming,USA,Big Tech,Mar,2026,1677,11.7,Market Slowdown,10.0,27.6,ML Engineer,26.5,9.0,6.9,Recession
T5749,Microsoft,Social Media,Canada,Big Tech,Jan,2024,6298,21.0,AI Automation,10.0,72.7,DevOps Engineer,-5.9,7.3,4.1,Recession
T5750,Meta,Cybersecurity,USA,Mid-size,Oct,2026,4418,17.5,Market Slowdown,10.0,81.8,Software Engineer,-19.2,9.7,3.5,Stable
T5751,Spotify,FinTech,Canada,Big Tech,May,2026,10101,8.3,Cost Cutting,8.0,27.3,Software Engineer,17.4,6.9,6.6,Recession
T5752,Uber,FinTech,Germany,Enterprise,Dec,2025,3545,15.5,Cost Cutting,9.6,68.0,Frontend Developer,25.4,6.1,5.2,Recession
T5753,NVIDIA,AI,India,Startup,Nov,2026,2119,3.9,AI Automation,8.5,31.1,ML Engineer,18.6,8.1,5.8,Bull Market
T5754,Oracle,Social Media,Germany,Big Tech,Jun,2026,3617,4.0,Overhiring Correction,7.5,56.8,Software Engineer,22.2,6.1,8.3,Stable
T5755,Stripe,E-Commerce,Singapore,Enterprise,Sep,2025,808,3.1,Overhiring Correction,6.0,80.2,Software Engineer,7.3,8.9,5.2,Bull Market
T5756,Google,Gaming,Singapore,Mid-size,Nov,2025,6971,17.2,Cost Cutting,9.9,74.7,ML Engineer,-1.1,9.2,3.8,Stable
T5757,SAP,AI,India,Big Tech,Jan,2025,14713,29.3,AI Automation,10.0,26.6,Data Scientist,15.2,4.8,4.7,Recession
T5758,Salesforce,Gaming,UK,Big Tech,Apr,2026,7960,17.5,Restructuring,8.6,80.4,Data Scientist,21.6,3.4,5.9,Recession
T5759,Uber,Social Media,USA,Enterprise,Aug,2026,920,9.0,Market Slowdown,4.4,29.4,Data Scientist,12.3,3.4,6.6,Bull Market
T5760,NVIDIA,Cloud,UK,Big Tech,Dec,2025,10691,18.4,Cost Cutting,9.4,60.8,Cloud Engineer,28.6,9.9,6.6,Recession
T5761,Uber,Gaming,USA,Big Tech,Aug,2024,11079,33.1,AI Automation,10.0,17.3,ML Engineer,12.4,7.2,3.3,Recession
T5762,Intel,Social Media,Canada,Big Tech,Mar,2024,1858,11.4,Overhiring Correction,10.0,22.5,Frontend Developer,3.1,9.2,5.2,Stable
T5763,Adobe,Gaming,USA,Big Tech,Dec,2025,2915,24.1,Market Slowdown,10.0,66.5,Cloud Engineer,18.8,4.5,5.2,Recession
T5764,Google,Gaming,USA,Enterprise,May,2025,1957,7.2,Restructuring,5.4,63.2,DevOps Engineer,-10.6,5.5,4.6,Stable
T5765,Apple,AI,Canada,Big Tech,Jul,2025,5777,34.4,Cost Cutting,10.0,78.9,Data Scientist,-2.4,8.1,3.4,Recession
T5766,Salesforce,FinTech,Singapore,Enterprise,Jun,2026,465,2.4,Restructuring,2.8,50.3,Cloud Engineer,-4.0,4.4,7.5,Bull Market
T5767,NVIDIA,E-Commerce,India,Mid-size,Aug,2024,15484,19.1,Cost Cutting,10.0,36.6,Software Engineer,-0.4,9.7,5.4,Recession
T5768,Oracle,E-Commerce,Canada,Enterprise,Nov,2024,2423,9.4,AI Automation,7.4,72.4,Frontend Developer,10.5,6.1,6.6,Bull Market
T5769,Salesforce,Gaming,UK,Startup,Aug,2026,1210,0.2,Cost Cutting,10.0,39.1,ML Engineer,-5.2,7.1,5.9,Bull Market
T5770,Palantir,E-Commerce,Singapore,Mid-size,Apr,2026,1108,8.4,Overhiring Correction,4.9,63.9,ML Engineer,7.9,4.5,7.9,Bull Market
T5771,Anthropic,E-Commerce,India,Mid-size,Jul,2026,925,4.4,Overhiring Correction,5.7,68.1,Cloud Engineer,12.9,5.3,6.8,Stable
T5772,Oracle,Cloud,Canada,Big Tech,Jan,2024,5654,13.5,Market Slowdown,2.7,12.2,Data Scientist,-0.7,2.2,6.7,Stable
T5773,NVIDIA,FinTech,Germany,Enterprise,Sep,2025,4286,20.1,Cost Cutting,10.0,24.7,Software Engineer,7.3,9.0,3.7,Recession
T5774,OpenAI,Social Media,USA,Enterprise,Jul,2024,19702,29.7,Restructuring,7.1,66.2,ML Engineer,-0.5,1.1,4.6,Recession
T5775,Airbnb,Social Media,UK,Startup,Jan,2024,17773,35.2,AI Automation,10.0,81.0,Frontend Developer,23.5,9.5,3.5,Recession
T5776,Apple,Gaming,Germany,Big Tech,Nov,2024,3670,6.6,Overhiring Correction,6.5,32.6,Frontend Developer,30.3,3.4,7.8,Stable
T5777,Oracle,AI,UK,Startup,Jan,2024,14779,19.3,Overhiring Correction,8.1,13.9,ML Engineer,5.6,5.3,4.2,Recession
T5778,Microsoft,E-Commerce,Germany,Enterprise,May,2025,1281,22.3,Market Slowdown,7.9,70.4,Cybersecurity Analyst,4.6,4.1,5.8,Recession
T5779,Airbnb,AI,USA,Startup,Jul,2024,3745,2.3,Restructuring,10.0,77.5,Data Scientist,4.2,8.4,5.8,Stable
T5780,Adobe,Gaming,Singapore,Mid-size,Mar,2026,829,6.5,Cost Cutting,5.0,82.6,Cybersecurity Analyst,6.8,4.2,7.8,Bull Market
T5781,Salesforce,Social Media,Singapore,Big Tech,Jan,2025,13115,24.3,Cost Cutting,10.0,87.9,Product Manager,-10.4,5.7,4.2,Recession
T5782,Netflix,AI,Germany,Big Tech,Oct,2024,5746,8.8,AI Automation,10.0,26.6,Data Scientist,7.8,7.2,6.5,Stable
T5783,SAP,AI,Singapore,Big Tech,Aug,2024,580,7.9,Cost Cutting,6.9,54.9,ML Engineer,2.3,7.6,6.1,Bull Market
T5784,Spotify,AI,Singapore,Mid-size,Jan,2025,4853,11.9,Market Slowdown,5.0,61.7,ML Engineer,18.7,2.2,6.6,Stable
T5785,Netflix,Cloud,Germany,Big Tech,May,2026,2812,8.7,Market Slowdown,6.1,88.8,Product Manager,-4.0,4.4,5.3,Stable
T5786,Oracle,FinTech,India,Big Tech,Jan,2025,18455,37.6,Cost Cutting,10.0,30.2,Cybersecurity Analyst,-15.9,9.2,2.0,Recession
T5787,Adobe,E-Commerce,Germany,Enterprise,Jul,2024,1254,0.8,Cost Cutting,2.7,31.6,Data Scientist,3.4,4.8,8.5,Bull Market
T5788,Anthropic,FinTech,Singapore,Enterprise,Jun,2025,882,5.0,Overhiring Correction,6.2,72.3,DevOps Engineer,2.9,7.1,5.8,Bull Market
T5789,Palantir,E-Commerce,UK,Mid-size,Dec,2024,11,8.2,Market Slowdown,10.0,65.5,Cloud Engineer,19.6,9.3,6.6,Bull Market
T5790,Salesforce,Cloud,Canada,Mid-size,Feb,2025,1493,7.2,Market Slowdown,7.7,57.5,Software Engineer,5.2,6.4,6.1,Bull Market
